4374,2925,3177,2820,3034,2865,3400,3926,4230,2739,3012,2783,10955,2962,3205,2800,3146,2799,3617,2901
39864,36943,47362,41558,40929,48861,37473,37485,42423,53549,50058,44824,42551,48783,40044,40053,38540,35706,45665,40273
1555,1685,2982,2140,1550,1743,1564,1665,1591,1699,1562,1850,1588,1646,1613,2822,1573,1682,1578,2954
7312,4072,4727,5352,7780,4313,13130,5520,7408,4860,4663,5558,7333,6260,10340,5339,7538,4189,4223,5434
9421,8707,9514,9119,9319,8860,9512,8763,9404,8857,9391,8608,9424,8670,9524,8961,10830,8912,9559,8741
1468,1607,23751,94903,94568,93852,94631,90461,90813,88094,86709,86901,77128,2629,9928,57841,1887,1659,31098,40445
5057,5264,4959,5221,5154,5341,5112,5431,5087,5414,5178,5286,5145,5528,7275,5380,5385,5488,5246,5424
9393,9540,9135,8564,9177,12338,24595,8422,7700,7574,8773,8675,8958,8531,8190,7911,7896,8435,8596,8564
5291,9754,10998,6364,6187,9409,11139,6431,5368,6246,13839,6397,5288,6356,13874,6486,6215,6403,13850,6322
4176,3485,7038,5126,4336,3936,3705,5152,4146,3593,3957,3738,3804,3611,4153,3315,3916,3960,4159,3952
549,1132,554,510,536,542,559,1652,627,523,547,520,537,833,555,506,566,629,866,505
12900,12407,12699,12364,11771,17439,12092,11199,14300,12046,10059,11080,9872,10123,12837,9509,10083,14495,11746,10488
9352,11020,6778,5610,10498,11291,6837,5663,9498,11079,6737,5657,9163,10855,6823,5510,10026,11178,7097,5559
4471,5314,4953,5139,5571,10107,5436,4882,4836,4351,5127,6695,5089,5947,5571,4270,4480,9567,5706,4638
26690,30814,34649,29758,34046,32604,33958,34267,45795,28866,44638,29148,37172,28878,39273,43359,28817,42448,44181,33373
71252,59958,59130,79393,46315,1943,2643,5951,16352,36306,31396,31412,31790,33389,31057,30339,33538,31746,35746,32593
9142,9259,9113,9157,9332,9312,9290,10888,5372,9174,9242,9197,9173,5349,9207,9196,9247,9353,5474,9303
14320,7525,13946,10661,13607,13817,8187,10250,19538,7677,8092,15942,14727,7679,14089,10709,12935,12424,7347,9150
3450,3258,2957,2702,2608,2562,2621,2529,2168,2197,2232,2437,2593,2894,2968,3055,3010,2686,2641,2547
2468,2358,2645,2325,2642,2363,4389,2885,2726,2349,3114,2429,2623,2383,2672,2319,2624,2475,2632,5246
2032,2811,3924,1948,2040,2937,3732,1959,2090,2817,3730,2016,1926,2906,3929,1897,1999,2848,3721,1911
1771,1560,1758,1565,1707,1639,7754,12949,3247,1581,1854,1602,1794,1587,10999,2312,1764,1652,1727,1606
58023,65287,63239,50058,61727,50294,59534,50270,49572,64174,67386,58172,52733,65933,59518,65722,55582,54751,53191,54615
10944,5788,6358,8661,10929,12108,5246,8598,11302,5826,5114,14702,11017,5806,6093,8721,10971,11828,5281,8594
919,840,1113,842,903,851,927,1525,938,959,914,850,917,845,1046,907,923,852,924,1526
